games_played,player_efficiency_rating,offensive_plus_minus,value_over_replace_player,three_pointer_made_per_game,three_pointer_attempts_per_game,two_pointer_made_per_game,two_pointer_attempts_per_game,free_throw_made_per_game,free_throw_attempts_per_game,defensive_rebound_per_game,assists_per_game,steals_per_game,turnovers_per_game,points_per_game,position_PF,position_PG,position_SF,position_SG,conference_WEST,starter,win_shares
80,9.3,-2.5,-0.45101851263500403,0.839221914215695,0.9405969866165909,-0.6602688985155257,-0.6459948648130796,-0.33222555799259695,-0.2759698002106446,2.2,1.8,0.9,0.8,7.3,0,0,1,0,0,1,2.7
72,10.2,-0.7,-0.3682754462271251,1.1410658369858508,1.1691627529574893,-0.9862712777252147,-1.0534363400225424,-0.8698460023431905,-0.9506594189359834,0.9,1.4,0.7,0.7,5.9,0,0,0,1,1,1,1.5
82,21.5,4.9,3.0241902764959128,2.1975195666813963,2.3691330262472046,1.4044128364791717,1.55418910131802,3.2775117112185312,2.7908011939954402,2.4,6.2,1.1,2.7,22.2,0,1,0,0,0,1,9.7
59,10.4,-1.7,-0.78199077826652,0.23553406867538315,0.14061680442344698,-0.2799327894375551,-0.23855338960361677,0.12859196573648315,-0.030628120674157815,1.6,0.9,0.4,1.0,8.2,1,0,0,0,0,1,1.7
77,9.2,-1.6,-1.0302199774901568,2.046597605296318,2.026284376735857,-0.5516014387789626,-0.4830182747292944,-0.48583139923562374,-0.5213114797471315,2.8,1.3,0.5,1.0,9.8,0,0,0,1,0,1,1.2
28,13.3,-3.4,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-1.0406050075934963,-1.0805991050365067,-0.6394372404786506,-0.5826468996312532,1.6,0.7,0.1,0.3,2.1,0,0,0,0,1,0,0.6
19,14.7,-1.2,-0.3682754462271251,-0.36815377686492845,-0.43079761142879863,-0.6602688985155257,-0.7546459248689363,-0.48583139923562374,-0.5213114797471315,3.1,0.5,0.4,0.4,4.6,0,0,0,0,0,0,1.0
80,18.6,3.4,1.6175581475619702,4.461348987457565,3.740527624292594,1.1327441871377641,1.010933801038736,0.6662124100870768,0.46005523839881574,3.4,2.1,0.8,1.7,22.1,0,0,0,1,1,1,8.0
82,15.9,0.5,0.5418982842595436,-0.8209196610201621,-0.8879291441105951,0.20907077937697843,-0.1027395645337958,0.2053948863579966,0.5827260781670592,5.7,0.8,0.5,0.7,7.8,1,0,0,0,0,1,8.7
47,14.6,1.1,-0.2855323798192461,1.5938317211410846,1.7405771688097342,-0.2799327894375551,-0.21139062458965244,-0.33222555799259695,-0.5213114797471315,1.8,1.4,0.7,0.9,10.0,0,0,0,1,1,1,1.3
14,15.5,0.4,-0.2855323798192461,1.1410658369858508,1.3405870777131628,-0.4972677089106812,-0.4558555097153303,-0.33222555799259695,-0.3373052200947663,2.0,1.4,0.9,0.8,8.4,0,0,0,1,0,0,0.4
72,10.2,-0.1,0.2109260186280278,1.2919877983709285,1.2834456361279378,-1.203606197198341,-1.2707384601342562,-0.8698460023431905,-0.82798857916774,2.6,0.7,0.4,0.4,5.3,1,0,0,0,0,1,2.8
21,7.1,-3.6,-0.616504645450762,0.08461210729030527,0.19775824600867145,-1.0949387374617778,-1.107761870050471,-0.7162401611001639,-0.7666531592836182,1.1,0.7,0.3,0.3,3.6,0,0,1,0,1,0,0.3
82,22.5,2.5,1.7830442803777282,-0.2172318154798505,-0.2593732866731249,2.5454211637130832,2.0431188715693755,0.8966211719516171,0.828067757703546,7.7,2.0,0.7,2.2,18.3,0,0,0,0,1,1,8.3
82,10.8,-1.5,-0.03730318059560918,0.3864560300604612,0.5406068955200188,-0.2799327894375551,-0.23855338960361677,-0.17861971674957025,-0.21463438032652296,4.2,2.2,1.3,1.4,8.0,0,0,1,0,1,1,3.5
81,13.6,-0.9,0.45915521785166474,-0.5190757382500063,-0.31651472825834953,0.7524080780597935,0.7664689159130587,0.2053948863579966,0.0920427190940857,4.3,4.4,1.0,2.1,10.5,0,0,0,1,0,1,4.0
60,15.4,-2.2,-0.3682754462271251,-0.6699976996350843,-0.773646260940146,0.9697429975329197,0.847957210954951,-0.02501387550654354,-0.030628120674157815,4.4,0.7,0.4,1.1,10.3,0,0,0,0,0,1,3.1
36,8.9,-3.2,-0.6992477118586409,-0.36815377686492845,-0.3736561698435741,-0.6059351686472442,-0.5916693347851513,-0.8698460023431905,-0.9506594189359834,1.6,2.5,0.3,1.2,4.4,0,1,0,0,0,0,0.4
60,22.6,2.1,0.7073844170753015,-0.8209196610201621,-0.8879291441105951,1.35007910661089,0.9294455059968437,0.8966211719516171,0.9507385974717896,6.1,0.7,0.4,1.4,12.8,0,0,0,0,0,1,6.9
31,11.2,-3.4,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-0.836134219910829,-0.7930430817216773,-0.82798857916774,2.2,0.6,0.4,0.5,2.6,0,0,0,0,0,0,0.6
22,11.0,-3.7,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-0.8904597499387573,-0.6394372404786506,-0.4599760598630097,1.7,0.7,0.2,0.3,2.6,0,0,0,0,1,0,0.5
23,7.4,-3.4,-0.8647338446743991,0.3864560300604612,0.9405969866165909,-0.7689363582520887,-0.7274831598549723,-0.4090284786141104,-0.5826468996312532,1.8,4.0,0.4,1.7,5.7,0,1,0,0,0,0,-0.3
70,4.2,-4.4,-1.1957061103059148,0.08461210729030527,0.3120411291791207,-1.1492724673300594,-1.0262735750085783,-1.0234518435862174,-1.1346656785883487,1.1,0.6,0.4,0.4,3.1,0,0,0,1,0,1,-0.8
62,11.9,-1.9,-0.533761579042883,0.3864560300604612,0.7120312202756924,-0.7146026283838072,-0.8089714548968647,-0.8698460023431905,-1.0119948388201052,2.1,0.4,0.3,0.5,5.1,1,0,0,0,1,1,0.2
78,8.6,-3.9,-0.9474769110822778,-0.6699976996350843,-0.5450804945992478,-0.6602688985155257,-0.6731576298270437,-0.7930430817216773,-0.82798857916774,2.7,0.4,0.3,0.6,3.6,1,0,0,0,1,1,1.2
65,21.1,1.9,1.2038428155225753,-0.8209196610201621,-0.8307877025253705,3.0344247325276164,2.8580018219883017,0.12859196573648315,0.1533781389782072,6.2,2.8,0.8,1.9,18.2,0,0,0,0,0,1,5.2
61,11.1,-1.5,-0.2855323798192461,0.5373779914455391,0.4263240123495696,-0.9319375478569333,-0.8904597499387573,-0.7930430817216773,-0.8893239990518617,2.0,1.4,0.6,0.7,4.9,0,0,0,1,0,1,1.1
74,20.3,2.3,1.3693289483383335,-0.6699976996350843,-0.5450804945992478,2.4910874338448017,2.6950252319045163,2.2022708225173444,2.116111575270102,3.0,4.6,1.1,2.7,19.0,0,0,0,1,0,1,4.9
78,9.4,-2.4,-0.78199077826652,0.839221914215695,0.8834555450313663,-0.06259786996442912,0.14172532059188203,-0.10181679612805698,-0.030628120674157815,2.1,2.0,1.0,1.5,9.8,0,0,0,1,1,1,2.1
81,20.8,3.5,3.1069333429037918,2.4993634894515524,2.5405573510028785,1.1870779170060455,1.3368869812063067,2.3558766637603705,2.0547761553859805,3.7,5.2,1.6,2.1,20.9,0,1,0,0,0,1,9.9
77,19.8,3.1,2.775961077272276,1.4429097597560065,1.5691528440540607,1.7847489455571424,2.1246071666112685,1.511044536923724,1.5027573764288849,4.4,10.2,1.9,4.1,19.9,0,1,0,0,0,1,5.7
47,15.7,0.5,-0.12004624700348814,0.08461210729030527,-0.030807520332226734,0.8067418079280748,0.6578178558572019,-0.4090284786141104,-0.3986406399788881,1.9,0.9,0.8,0.7,11.0,0,0,1,0,1,1,2.2
33,8.6,-3.0,-0.616504645450762,-0.2172318154798505,-0.030807520332226734,-0.8776038179886517,-0.7546459248689363,-0.4090284786141104,-0.5213114797471315,1.7,2.7,0.6,0.8,4.3,0,1,0,0,0,0,0.6
36,4.3,-5.2,-0.8647338446743991,-0.2172318154798505,-0.3736561698435741,-1.0949387374617778,-1.0534363400225424,-1.0234518435862174,-1.0119948388201052,1.0,1.3,0.3,1.0,2.5,0,0,0,1,1,0,-0.4
78,17.6,0.3,0.9556136162989386,-0.8209196610201621,-0.8307877025253705,0.26340450924526,0.060237025549989505,-0.5626343198571371,-0.6439823195153749,3.0,1.8,0.6,0.9,7.1,1,0,0,0,1,1,5.4
80,27.6,6.4,5.175510003100766,1.1410658369858508,1.5691528440540607,2.3280862442399575,2.2604209916810896,3.2775117112185312,3.1588137133001712,6.0,10.4,2.0,4.3,23.5,0,1,0,0,1,1,14.0
73,25.7,1.7,2.279502678825002,-0.8209196610201621,-0.8879291441105951,1.6760814858205793,1.0380965660527006,1.0502270131946436,1.5027573764288849,8.6,0.4,0.6,1.9,14.2,0,0,0,0,0,1,10.3
81,16.5,0.9,-0.03730318059560918,0.23553406867538315,0.4263240123495696,2.1650850546351124,2.2060954616531605,2.893497108110964,3.036142873531927,2.3,2.0,1.0,2.2,20.7,0,0,1,0,1,1,4.1
23,12.9,-2.6,-0.45101851263500403,-0.2172318154798505,-0.31651472825834953,-1.0406050075934963,-0.9719480449806499,-0.8698460023431905,-0.9506594189359834,0.5,0.4,0.4,0.1,3.0,0,0,0,1,1,0,0.3
10,21.1,-2.0,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-0.836134219910829,-0.48583139923562374,-0.3986406399788881,2.4,0.5,0.4,0.6,2.9,1,0,0,0,1,0,0.2
65,14.6,0.4,0.2936690850359067,1.4429097597560065,1.5691528440540607,0.42640569885010443,0.5763295608153091,0.9734240925731301,0.7053969179353028,2.6,5.8,0.9,2.3,14.1,0,1,0,0,1,1,3.7
80,17.2,1.5,0.2109260186280278,0.08461210729030527,0.19775824600867145,-0.00826414009614756,-0.07557679951983147,0.6662124100870768,0.7053969179353028,3.1,0.9,0.4,0.8,9.3,0,0,1,0,0,1,3.6
67,17.7,2.4,0.8728705498910595,1.5938317211410846,1.8548600519801834,-0.00826414009614756,0.03307426053602517,2.893497108110964,2.6067949343430756,2.1,2.5,0.9,1.6,15.3,0,0,0,1,1,1,4.7
81,16.8,2.1,1.7830442803777282,2.046597605296318,1.7977186103949592,-0.17126532970099223,-0.23855338960361677,-0.02501387550654354,-0.1532989604424012,4.9,1.4,0.7,0.8,11.7,1,0,0,0,0,1,7.8
41,12.4,-0.9,-0.3682754462271251,0.5373779914455391,0.5406068955200188,-0.17126532970099223,-0.157065094561724,-0.48583139923562374,-0.6439823195153749,1.6,2.4,0.3,1.4,8.2,0,1,0,0,0,0,1.1
78,8.4,-3.3,-0.6992477118586409,-0.2172318154798505,-0.030807520332226734,-0.2799327894375551,-0.292878919631545,-0.4090284786141104,-0.3373052200947663,4.1,1.5,0.9,1.2,6.4,0,0,1,0,0,1,2.5
51,17.7,-1.0,-0.03730318059560918,-0.8209196610201621,-0.8879291441105951,-0.4972677089106812,-0.6459948648130796,-0.5626343198571371,-0.5213114797471315,2.3,0.4,0.4,0.5,4.3,0,0,0,0,1,1,2.3
17,16.4,0.4,-0.3682754462271251,-0.5190757382500063,-0.5450804945992478,-0.8232700881203702,-0.8089714548968647,-0.5626343198571371,-0.5213114797471315,1.5,0.2,0.3,0.1,3.6,1,0,0,0,0,0,0.3
35,8.3,-3.2,-0.616504645450762,0.23553406867538315,0.4834654539347943,-0.9862712777252147,-0.7546459248689363,-0.33222555799259695,-0.2759698002106446,2.0,0.8,0.6,0.4,5.0,0,0,1,0,1,0,0.1
12,18.3,0.0,-0.3682754462271251,-0.8209196610201621,-0.8879291441105951,0.15473704950869688,-0.3200416846455093,-0.33222555799259695,-0.030628120674157815,2.4,0.5,0.4,0.8,6.9,1,0,0,0,1,0,0.7
27,17.8,1.1,-0.2855323798192461,-0.5190757382500063,-0.6022219361844723,-0.8232700881203702,-0.8089714548968647,-0.4090284786141104,-0.4599760598630097,1.1,1.1,0.3,0.6,3.8,0,1,0,0,0,0,0.6
29,3.6,-5.3,-0.533761579042883,-0.5190757382500063,-0.3736561698435741,-1.3122736569349036,-1.406552285204077,-1.1770576848292442,-1.1960010984724703,0.8,0.3,0.2,0.2,1.0,0,0,0,1,0,0,0.1
41,9.9,-3.9,-0.6992477118586409,-0.5190757382500063,-0.2593732866731249,-0.7146026283838072,-0.6731576298270437,-0.7930430817216773,-0.8893239990518617,1.1,1.6,0.4,0.8,3.8,0,1,0,0,0,0,-0.1
54,9.1,-1.6,-0.8647338446743991,1.2919877983709285,1.6262942856392857,-0.9319375478569333,-0.8089714548968647,-0.25542263737108367,-0.3986406399788881,1.5,0.6,0.4,0.6,7.3,0,0,0,1,1,1,0.1
73,17.5,0.1,0.5418982842595436,-0.6699976996350843,-0.6593633777696968,2.2194187845033944,1.9887933415414474,-0.10181679612805698,0.0920427190940857,6.6,1.8,1.5,1.9,15.1,1,0,0,0,0,1,4.1
73,16.1,-1.1,0.2936690850359067,-0.8209196610201621,-0.8307877025253705,0.31773823911354154,0.08739979056395361,0.6662124100870768,0.7053969179353028,4.3,1.0,0.8,0.9,8.7,0,0,0,0,0,1,6.3
60,15.4,-2.1,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-0.17126532970099223,-0.18422785957568835,-0.02501387550654354,-0.1532989604424012,1.9,0.5,0.2,0.8,6.1,0,0,0,0,0,1,1.7
68,10.1,-1.3,-0.3682754462271251,1.2919877983709285,1.1691627529574893,-1.0949387374617778,-1.107761870050471,-0.7162401611001639,-0.82798857916774,1.0,0.6,0.5,0.5,6.0,0,0,0,1,1,1,2.1
32,13.1,-0.6,-0.3682754462271251,0.839221914215695,0.5977483371052434,-0.9319375478569333,-0.8904597499387573,-0.17861971674957025,-0.1532989604424012,2.8,0.6,0.4,0.6,6.5,1,0,0,0,0,0,1.1
80,16.5,-0.2,0.45915521785166474,-0.8209196610201621,-0.8879291441105951,1.1327441871377641,0.7393061508990941,0.3590007276010233,0.7053969179353028,4.2,1.1,1.1,1.8,11.3,0,0,0,0,1,1,6.5
61,8.9,-2.1,-1.0302199774901568,0.688299952830617,0.5406068955200188,-0.3342665193058367,-0.292878919631545,-0.10181679612805698,-0.3373052200947663,1.9,1.3,0.3,0.7,8.4,0,0,0,1,1,1,1.4
39,12.9,-4.0,-0.616504645450762,-0.8209196610201621,-0.8307877025253705,-0.17126532970099223,-0.26571615461758086,-0.6394372404786506,-0.6439823195153749,3.4,0.3,0.5,0.8,5.3,0,0,0,0,1,0,1.0
62,12.7,-2.3,-0.2855323798192461,-0.8209196610201621,-0.8879291441105951,-1.0406050075934963,-1.107761870050471,-1.0234518435862174,-1.0119948388201052,1.7,0.4,0.4,0.3,1.7,0,0,0,0,1,1,1.3
72,18.6,0.7,0.9556136162989386,-0.36815377686492845,-0.43079761142879863,2.1650850546351124,2.2604209916810896,1.2038328544376704,1.0734094372400327,4.9,1.9,0.6,1.4,17.3,1,0,0,0,1,1,7.2
61,11.6,-1.5,-0.3682754462271251,-0.8209196610201621,-0.8879291441105951,-0.7146026283838072,-0.7546459248689363,-0.8698460023431905,-0.9506594189359834,1.9,0.9,0.3,0.5,2.9,1,0,0,0,0,1,1.7
71,13.3,-2.0,-0.03730318059560918,-0.5190757382500063,-0.43079761142879863,0.5350731585866675,0.5763295608153091,-0.33222555799259695,-0.1532989604424012,3.2,1.4,1.6,1.4,9.1,0,0,0,1,1,1,3.1
61,11.3,-1.4,-0.12004624700348814,0.839221914215695,1.1120213113722646,-0.38860024917411823,-0.3472044496594734,0.0517890451149699,0.0920427190940857,6.1,1.6,1.0,1.5,8.7,1,0,0,0,1,1,1.9
12,11.6,-4.7,-0.45101851263500403,-0.8209196610201621,-0.7165048193549214,-0.9862712777252147,-1.0534363400225424,-0.5626343198571371,-0.5213114797471315,1.8,0.4,0.4,0.4,2.3,0,0,0,0,0,0,0.2
30,5.0,-4.2,-0.6992477118586409,-0.06630985409477261,-0.030807520332226734,-1.1492724673300594,-1.1620874000783992,-0.8698460023431905,-0.9506594189359834,0.7,0.4,0.1,0.2,2.9,0,0,1,0,1,0,0.1
51,14.7,-1.0,-0.2855323798192461,0.23553406867538315,0.4834654539347943,-0.6059351686472442,-0.6731576298270437,-0.10181679612805698,-0.21463438032652296,2.2,0.6,0.5,0.8,6.5,0,0,1,0,1,1,1.0
24,12.8,-0.8,-0.45101851263500403,0.5373779914455391,0.8263141034461416,-0.17126532970099223,-0.4558555097153303,-0.17861971674957025,-0.21463438032652296,2.8,1.4,0.5,1.1,8.5,0,0,1,0,0,0,0.9
72,12.5,-1.4,0.3764121514437857,-0.5190757382500063,-0.5450804945992478,-0.8232700881203702,-0.8632969849247932,-0.7162401611001639,-0.7666531592836182,2.4,1.3,0.7,0.5,3.4,0,0,1,0,1,1,2.7
72,13.5,1.7,0.2936690850359067,3.404895257762019,3.111971766855124,-0.4972677089106812,-0.4830182747292944,0.2053948863579966,0.030707299209963946,3.0,0.9,0.4,0.8,13.6,1,0,0,0,1,1,5.2
80,26.1,4.9,5.092766936692887,0.08461210729030527,0.4263240123495696,2.7084223533179275,2.178932696639197,3.3543146318400447,3.46549081272078,7.0,5.4,1.6,2.9,22.9,0,0,1,0,0,1,12.4
74,17.9,2.3,0.9556136162989386,2.1975195666813963,2.3691330262472046,1.893416405293705,2.07028163658334,1.9718620606528037,1.748099055965372,5.1,2.9,0.8,2.1,22.4,0,0,1,0,0,1,4.7
19,11.6,-3.5,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-1.1492724673300594,-1.2707384601342562,-0.9466489229647039,-1.0119948388201052,1.2,0.2,0.1,0.2,1.3,0,0,0,0,1,0,0.4
80,12.4,-0.1,1.2865858819304543,2.8012074122217077,3.0548303252698994,-0.4972677089106812,-0.6731576298270437,-0.25542263737108367,-0.2759698002106446,5.1,2.2,1.8,0.9,11.7,0,0,1,0,1,1,6.0
41,12.8,0.1,-0.20278931341136713,1.1410658369858508,0.769172661860917,-0.8776038179886517,-0.836134219910829,-0.7930430817216773,-0.9506594189359834,2.1,1.0,0.5,0.9,6.4,1,0,0,0,1,0,1.1
31,9.8,-3.6,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-0.9176225149527215,-0.6394372404786506,-0.4599760598630097,3.7,0.5,0.2,0.5,2.7,0,0,0,0,1,0,1.0
78,11.0,-1.2,-0.78199077826652,0.9901438756007727,1.1120213113722646,-0.7146026283838072,-0.6459948648130796,0.12859196573648315,0.030707299209963946,1.3,2.7,0.4,1.2,7.9,0,1,0,0,0,1,1.2
68,8.3,-2.0,-0.45101851263500403,1.1410658369858508,0.8834555450313663,-1.203606197198341,-1.2164129301063278,-1.0234518435862174,-1.1346656785883487,1.9,0.5,0.3,0.4,4.8,0,0,1,0,0,1,1.8
52,7.5,-4.5,-0.9474769110822778,-0.2172318154798505,0.08347536283822236,-0.8232700881203702,-0.8089714548968647,-0.7930430817216773,-0.7666531592836182,1.7,2.1,0.7,1.1,4.1,0,0,0,1,0,1,-0.1
33,6.5,-5.8,-0.6992477118586409,-0.6699976996350843,-0.48793905301402324,-0.8776038179886517,-0.7274831598549723,-0.48583139923562374,-0.5826468996312532,1.1,1.8,0.5,1.2,3.2,0,1,0,0,1,0,-0.3
67,11.5,-1.7,-0.533761579042883,-0.06630985409477261,-0.030807520332226734,-0.3342665193058367,-0.292878919631545,-0.7162401611001639,-0.82798857916774,1.3,1.2,0.5,0.7,6.3,0,0,0,1,1,1,0.6
35,17.2,3.0,0.12818295222014872,1.4429097597560065,1.5120114024688365,-0.06259786996442912,0.03307426053602517,-0.17861971674957025,-0.3373052200947663,2.1,5.5,0.4,1.8,10.9,0,1,0,0,1,0,1.3
79,16.3,0.4,0.2109260186280278,0.688299952830617,0.7120312202756924,2.1650850546351124,2.1517699316252323,1.2038328544376704,0.9507385974717896,3.8,1.5,0.8,1.3,19.2,1,0,0,0,1,1,4.6
54,10.2,-1.6,-0.3682754462271251,1.1410658369858508,1.3405870777131628,-0.6602688985155257,-0.6188320997991154,-0.48583139923562374,-0.5213114797471315,4.4,2.8,0.7,1.5,7.6,0,0,1,0,1,1,1.0
20,10.7,-2.0,-0.3682754462271251,0.5373779914455391,0.5977483371052434,-0.8776038179886517,-0.9719480449806499,-0.4090284786141104,-0.5213114797471315,3.8,2.3,0.6,1.2,5.7,0,0,1,0,1,0,1.0
60,15.5,1.2,0.3764121514437857,1.4429097597560065,1.3405870777131628,0.480739428718386,0.46767850075945244,0.6662124100870768,0.7053969179353028,3.4,3.4,0.8,1.6,13.7,0,0,0,1,1,1,3.3
52,19.7,1.2,-0.12004624700348814,-0.8209196610201621,-0.8307877025253705,-0.3342665193058367,-0.5373438047572228,-0.02501387550654354,-0.21463438032652296,1.7,0.4,0.3,0.6,5.6,1,0,0,0,1,1,2.2
77,15.8,0.6,1.1210997491146963,1.89567564391124,2.140567259906306,0.42640569885010443,0.5220040307873809,1.280635775059184,1.0120740173559113,5.6,5.9,1.1,2.5,15.1,0,0,0,1,0,1,4.6
75,13.1,-3.2,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-0.38860024917411823,-0.4830182747292944,-0.33222555799259695,-0.4599760598630097,3.0,0.4,0.2,0.7,4.9,0,0,0,0,0,1,3.0
73,11.5,-2.1,-0.03730318059560918,1.1410658369858508,1.1691627529574893,0.10040331964041531,0.19605085061981048,0.0517890451149699,0.1533781389782072,2.5,2.4,1.2,1.7,11.0,0,0,1,0,0,1,2.1
77,20.1,4.2,2.44498881164076,3.555817219147097,3.2262546500255733,1.5130802962157348,1.2282359211504499,1.6646503781667505,1.4414219565447635,2.4,3.5,1.1,2.0,23.1,0,0,0,1,0,1,8.5
22,13.7,-0.4,-0.3682754462271251,-0.2172318154798505,-0.14509040350267582,-0.8232700881203702,-0.9447852799666857,-0.8698460023431905,-0.9506594189359834,0.5,0.5,0.3,0.4,3.8,0,0,0,1,1,0,0.2
56,17.8,0.0,-0.20278931341136713,-0.36815377686492845,-0.43079761142879863,0.480739428718386,0.277539145661703,-0.10181679612805698,-0.09196354055827957,2.7,0.9,0.5,1.2,9.4,1,0,0,0,0,1,1.8
74,13.3,-0.6,-0.12004624700348814,1.2919877983709285,1.2834456361279378,-0.22559905956927354,-0.26571615461758086,0.3590007276010233,0.1533781389782072,2.2,2.0,0.6,0.9,10.5,0,0,0,1,0,1,3.2
38,8.8,-3.6,-0.533761579042883,-0.8209196610201621,-0.6022219361844723,-0.7689363582520887,-0.9176225149527215,-1.0234518435862174,-1.0119948388201052,1.2,0.7,0.2,0.4,2.7,0,0,1,0,0,0,0.3
43,5.3,-4.3,-0.78199077826652,0.23553406867538315,0.4263240123495696,-1.0406050075934963,-1.107761870050471,-1.1002547642077307,-1.0733302587042268,1.9,0.5,0.2,0.7,3.4,1,0,0,0,1,1,-0.3
23,14.7,0.5,-0.45101851263500403,0.08461210729030527,0.3120411291791207,-0.8232700881203702,-0.9719480449806499,-0.33222555799259695,-0.2759698002106446,2.3,0.5,0.2,0.5,5.0,1,0,0,0,0,0,0.5
67,12.9,0.5,0.12818295222014872,0.688299952830617,0.5977483371052434,-1.1492724673300594,-1.2435756951202919,-0.8698460023431905,-0.9506594189359834,1.1,0.7,0.3,0.5,4.5,1,0,0,0,1,1,2.3
67,13.0,-0.2,0.8728705498910595,1.5938317211410846,1.5691528440540607,-0.4429339790423997,-0.4558555097153303,-0.33222555799259695,-0.3986406399788881,4.4,4.2,1.5,1.5,9.5,0,0,0,1,1,1,5.3
81,12.2,-3.4,-0.9474769110822778,-0.8209196610201621,-0.8879291441105951,-0.22559905956927354,-0.3472044496594734,-0.02501387550654354,0.5213906582829375,5.1,0.9,0.3,1.2,6.0,0,0,0,0,0,1,2.9
65,11.0,-1.8,-0.3682754462271251,0.5373779914455391,0.654889778690468,-0.6059351686472442,-0.7274831598549723,-0.6394372404786506,-0.7053177393994966,2.9,1.2,0.6,0.9,6.2,1,0,0,0,1,1,1.5
67,15.0,-2.3,-0.6992477118586409,-0.8209196610201621,-0.8879291441105951,-0.22559905956927354,-0.292878919631545,-0.25542263737108367,-0.2759698002106446,3.0,0.6,0.4,0.9,5.7,0,0,0,0,1,1,2.4
66,20.5,3.7,2.114016546009244,1.5938317211410846,1.7977186103949592,1.4044128364791717,1.4998635712900918,3.3543146318400447,2.9748074536478057,4.1,6.3,1.4,3.4,21.1,0,1,0,0,1,1,5.3
55,13.0,-0.5,-0.616504645450762,1.89567564391124,1.9691429351506327,0.26340450924526,0.16888808560584614,0.8966211719516171,0.5827260781670592,3.2,1.6,0.4,1.7,14.2,0,0,1,0,0,1,1.6
26,14.7,0.8,-0.3682754462271251,1.744753682526162,1.6262942856392857,-0.11693159983271068,-0.23855338960361677,0.8966211719516171,0.5213906582829375,2.5,0.8,0.4,1.5,12.7,0,0,1,0,0,0,1.3
26,9.4,-5.1,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-0.6059351686472442,-0.6459948648130796,-1.1002547642077307,-1.0119948388201052,6.2,1.9,0.5,1.7,3.0,0,0,0,0,1,0,0.7
12,19.7,2.3,-0.3682754462271251,-0.6699976996350843,-0.7165048193549214,-1.0406050075934963,-1.2164129301063278,-0.9466489229647039,-0.9506594189359834,1.1,0.2,0.1,0.2,1.8,1,0,0,0,1,0,0.2
78,14.6,0.3,-0.3682754462271251,2.046597605296318,2.083425818321082,1.7847489455571424,2.0974444015973037,2.4326795843818845,2.2387824150383455,2.6,3.4,0.9,3.1,22.1,0,0,0,1,1,1,2.0
71,15.7,-0.9,0.04543988581226978,-0.2172318154798505,-0.2593732866731249,0.6980743481915119,0.46767850075945244,-0.4090284786141104,-0.3373052200947663,6.0,1.9,1.1,1.8,10.0,1,0,0,0,0,1,3.1
55,14.4,0.0,0.12818295222014872,2.1975195666813963,1.9691429351506327,1.0784104572694824,0.983771036024772,-0.25542263737108367,-0.21463438032652296,4.9,2.2,1.2,1.6,16.3,0,0,0,1,0,1,3.1
58,7.5,-4.0,-0.6992477118586409,-0.2172318154798505,0.02633392125299788,-0.7689363582520887,-0.8632969849247932,-0.7162401611001639,-0.7666531592836182,1.6,1.1,0.6,0.6,4.2,0,0,1,0,1,1,0.9
24,13.3,-2.3,-0.3682754462271251,-0.5190757382500063,-0.31651472825834953,-0.3342665193058367,-0.40152997968740184,-0.5626343198571371,-0.6439823195153749,1.7,1.5,1.0,0.8,5.4,0,0,1,0,1,0,0.3
75,14.9,0.0,0.2109260186280278,0.688299952830617,0.5977483371052434,0.10040331964041531,0.11456255557791795,-0.02501387550654354,-0.21463438032652296,2.2,4.2,1.1,1.5,10.2,0,0,0,1,0,1,4.1
65,9.5,-2.4,-0.78199077826652,0.23553406867538315,0.2548996875938961,-0.8232700881203702,-0.7818086898829005,-0.7930430817216773,-0.8893239990518617,0.8,1.9,0.4,1.0,5.0,0,1,0,0,0,1,0.3
25,10.8,-0.1,-0.45101851263500403,0.08461210729030527,-0.08794896191745134,-1.203606197198341,-1.2164129301063278,-1.1002547642077307,-1.1960010984724703,0.2,0.6,0.0,0.2,2.5,0,1,0,0,1,0,0.1
78,10.3,-3.0,-0.9474769110822778,0.08461210729030527,0.08347536283822236,-0.38860024917411823,-0.4830182747292944,-0.33222555799259695,-0.2759698002106446,2.2,0.8,0.4,0.9,6.6,0,0,1,0,0,1,1.5
54,10.7,-1.7,-0.3682754462271251,-0.06630985409477261,0.14061680442344698,-1.203606197198341,-1.2435756951202919,-0.9466489229647039,-1.0119948388201052,1.3,0.9,0.3,0.5,2.8,0,0,0,1,1,1,0.6
31,11.7,-1.0,-0.20278931341136713,0.5373779914455391,0.4834654539347943,-0.9862712777252147,-0.9991108099946142,-1.0234518435862174,-1.1346656785883487,1.6,0.9,0.6,0.3,4.5,0,0,1,0,0,0,1.0
